PassengerId,Survived
892,0.0004986762359379444
893,0.968002892875548
894,0.0002246249859954675
895,0.0037327265543854863
896,0.9925844100882372
897,0.003957320961843997
898,0.9125015649349356
899,0.01706547990183092
900,0.9926439125203788
901,0.005216934174101156
902,0.0033173051940163416
903,0.0004314667172048533
904,0.9997759441700722
905,0.00523929731916281
906,0.996998205617546
907,0.9963565784231055
908,0.00030541654571703653
909,0.006246792665577255
910,0.9708927097911944
911,0.9928078087916065
912,0.024526019633493056
913,0.004355570370520444
914,0.9475712202703319
915,0.13897262730192317
916,0.9999999
917,0.003564914707800152
918,0.9997329539630917
919,0.006254805389513926
920,0.0007508732014058556
921,0.007582203474832322
922,0.005181352896097431
923,0.004551668634391178
924,0.9988732244284921
925,0.9991885002008589
926,0.019655786880014275
927,0.006236691617924885
928,0.9864828528855127
929,0.9876818472850708
930,0.004132948784038305
931,0.5813483541750535
932,0.031278383031056
933,0.0004440340121817063
934,0.003416530144461566
935,0.9797345878526804
936,0.9912816103906043
937,0.003401418020719684
938,0.001374454673691764
939,0.0004793712478645338
940,0.9998974609016716
941,0.9990890543046964
942,0.012914102796613862
943,0.005783025980463807
944,0.9876555905797699
945,0.9999999
946,0.006044913417889628
947,0.0006813663591423575
948,0.0034183223692637607
949,0.0032876265628403144
950,0.004162762225252985
951,0.9999999
952,0.003365993549340052
953,0.0023897760436241014
954,0.003308648840964544
955,0.9129010456010694
956,0.9999999
957,0.9921996137019166
958,0.914141627001167
959,0.003298438592827136
960,0.0011757363461010455
961,0.9999999
962,0.9132838210819237
963,0.0033775527486028345
964,0.9866078926786325
965,0.001060211858609271
966,0.9999999
967,0.999999884156565
968,0.003381205371486808
969,0.6496747166844953
970,0.0022424151280837365
971,0.9132838210819237
972,0.017549757702322928
973,0.9999998604856258
974,0.0004325808004198089
975,0.0033173051940163416
976,0.0002417316150716731
977,0.006822730769991181
978,0.9147471397961928
979,0.9866877127979089
980,0.9116352846298102
981,0.008010085521276123
982,0.9858628554734566
983,0.003268087892655399
984,0.9982627119955197
985,0.003381205371486808
986,0.0008538767944783954
987,0.0033474759642742507
988,0.9996728591677905
989,0.0034130984549779557
990,0.9863877293766276
991,0.0034781951238220007
992,0.9969555919436908
993,0.005080393260977384
994,0.0004793712478645338
995,0.0033417347493343197
996,0.9940860451999646
997,0.020532187013109587
998,0.000492409687897386
999,0.0004793712478645338
1000,0.003669995638408443
1001,0.002220397049374027
1002,0.005861697192193669
1003,0.9119268758052557
1004,0.9740672622595778
1005,0.9081903524461289
1006,0.9999999
1007,0.006928425552213929
1008,0.005567387934678597
1009,0.9956206730692911
1010,0.2804655581090126
1011,0.9909935731873653
1012,0.9852883372785217
1013,0.00021747358365051877
1014,0.9976966640844392
1015,0.0031369085812688346
1016,0.0004793712478645338
1017,0.9978846169999314
1018,0.0033388798377461996
1019,0.9356401339933835
1020,0.002265622802488446
1021,0.0034514717058742026
1022,0.0034752157021374626
1023,0.0011926064913104569
1024,0.9999478457547741
1025,0.002532768588972395
1026,0.0034418391061591096
1027,0.003368863484657776
1028,0.006276222618970084
1029,0.002234732066663082
1030,0.986744072736262
1031,0.9705159286476036
1032,0.9989657499802908
1033,0.9999999
1034,0.9999999
1035,0.01114283328841435
1036,0.0004603573426715644
1037,0.0011167836148470087
1038,0.010184313341789703
1039,0.003445561010570535
1040,0.0004440340121817063
1041,0.011861923904736522
1042,0.9999807508488447
1043,0.0066649777256651815
1044,
1045,0.9985557144842959
1046,0.014260700324406647
1047,0.0032444131861703077
1048,0.9999999
1049,0.9864223258063656
1050,0.0004603573426715644
1051,0.9988041505406923
1052,0.9114681268102834
1053,0.017564591028073808
1054,0.9808665867049013
1055,0.0029691931089291658
1056,0.0022636797106975175
1057,0.9977822858044761
1058,0.017915925847978225
1059,0.09284577430866785
1060,0.9570405233755083
1061,0.9881369288260645
1062,0.003178348781189303
1063,0.006278904891347479
1064,0.003234144426992535
1065,0.006138860210531216
1066,0.6717096902518866
1067,0.9998489460928007
1068,0.9989075949011941
1069,0.01513546082520486
1070,0.9999367268594063
1071,0.9999920750539917
1072,0.0022424151280837365
1073,0.5257474074501852
1074,0.9916582477118694
1075,0.0004793712478645338
1076,0.9999999
1077,0.003279061938924142
1078,0.9967179993740166
1079,0.0007076615494560354
1080,0.9993278896955019
1081,0.002261738281604758
1082,0.005110911151275481
1083,0.00041473887086633683
1084,0.008050422893950047
1085,0.00031232007411375907
1086,0.12008962869537063
1087,0.0033949494778634046
1088,0.9996944995510498
1089,0.9862317403827218
1090,0.0016352116770213115
1091,0.9865859284541086
1092,0.9642883678516425
1093,0.039426070262978584
1094,0.9999999
1095,0.9960689702738182
1096,0.00163802190910803
1097,0.00080937724068939
1098,0.9140300592488884
1099,0.0016366161908727237
1100,0.9581922634470434
1101,0.0033891515084632407
1102,0.020601478273605547
1103,0.00298762615834357
1104,0.8024717483456648
1105,0.9912284221367113
1106,0.9443015850227612
1107,0.0033252249928855167
1108,0.9129188996813709
1109,0.9999297326116527
1110,0.9999999
1111,0.003381205371486808
1112,0.9800688828039437
1113,0.0034426094466930767
1114,0.9723775837457332
1115,0.0033360193540237252
1116,0.957508294507731
1117,0.9994942782986935
1118,0.003341742765978543
1119,0.9116352846298102
1120,0.008358648604528493
1121,0.0022539891639075495
1122,0.5851563882086217
1123,0.9068036020729997
1124,0.0012901733481589074
1125,0.0004871185437777049
1126,0.0978221350653097
1127,0.0033573339230007597
1128,0.15346172999366897
1129,0.006241456517224828
1130,0.980727042562912
1131,0.9999945787136768
1132,0.9589436221493627
1133,0.999550169516541
1134,0.9984745322813149
1135,0.003313900032148649
1136,0.05414065980449865
1137,0.004810788712879668
1138,0.9923446832466083
1139,0.026462501612659152
1140,0.9909935731873653
1141,0.993278325572133
1142,0.9986391582578803
1143,0.0033868734832181
1144,0.997265863762239
1145,0.004041021871559085
1146,0.0041595798757822705
1147,0.003178348781189303
1148,0.0004793712478645338
1149,0.003463323426647886
1150,0.9795459167857925
1151,0.00332744456671508
1152,0.005043372149121479
1153,0.00336021262137169
1154,0.9989131614882175
1155,0.9923527476068438
1156,0.00436628282086275
1157,0.0033173051940163416
1158,1.6447946101575237e-05
1159,0.003178348781189303
1160,0.9864828528855127
1161,0.0037008826332698714
1162,0.2822042625923261
1163,0.0004793712478645338
1164,0.9999998724382134
1165,0.9245093233675642
1166,0.006135679746502739
1167,0.9909242315881762
1168,0.0016422463004153755
1169,0.005137214456489924
1170,0.00274443136378991
1171,0.0016338083665252978
1172,0.9877027549280595
1173,0.007295325172004128
1174,0.9116352846298102
1175,0.9974110053760419
1176,0.9971664883684198
1177,0.0031584954359334585
1178,0.0030625062877006662
1179,0.1719212386952001
1180,0.006138860210531216
1181,0.003381205371486808
1182,0.0022400055124644695
1183,0.9055308140936288
1184,0.006138860210531216
1185,0.3217741285878063
1186,0.0041720661311659794
1187,0.003392057395519429
1188,0.9998786007075446
1189,0.007582203474832322
1190,0.004769358089246923
1191,0.003383330942860354
1192,0.003358963728560629
1193,0.005659774482839548
1194,0.01418352342331568
1195,0.003723144822093508
1196,0.9116352846298102
1197,0.9148027700066005
1198,0.9998397919603539
1199,0.0092684686290458
1200,0.6684942486052733
1201,0.986485035225186
1202,0.0037040548078289084
1203,0.006252133347380296
1204,0.003188197243831975
1205,0.9141651123301284
1206,0.9999999
1207,0.9126407390197006
1208,0.9992034312768582
1209,0.0016296056448977714
1210,0.0033775365441039303
1211,0.00454388242670121
1212,0.0033417347493343197
1213,0.006271431345771347
1214,0.002234732066663082
1215,0.00045680972957733076
1216,0.9999999
1217,0.003047124848818041
1218,0.9982764057485152
1219,0.3912313967262757
1220,0.0050890941113119455
1221,0.002225165164963656
1222,0.9998058661221938
1223,0.0013673907804631442
1224,0.006135679746502739
1225,0.9975860110889309
1226,0.0033949657656202285
1227,0.00042557319802455937
1228,0.0022462665362928316
1229,0.03392756555524783
1230,0.021763451716593767
1231,0.006138860210531216
1232,0.0016282071375558313
1233,0.0032785623277442
1234,0.99985347152476
1235,0.9999999
1236,0.007971832135120796
1237,0.9859956926276511
1238,0.002234732066663082
1239,0.9927684419801286
1240,0.0023734305211323917
1241,0.9924032553682111
1242,0.9997793724374187
1243,0.00163802190910803
1244,0.802608025371169
1245,0.783778850511271
1246,0.998840996950217
1247,0.0004329528001052574
1248,0.9785738583534654
1249,0.0033104983540164752
1250,0.0004793712478645338
1251,0.9885294475586854
1252,0.06540968923531373
1253,0.999507686127476
1254,0.9924032553682111
1255,0.0037327265543854863
1256,0.9969082470860908
1257,0.9999999
1258,0.006826180757015764
1259,0.9997353498004319
1260,0.9996394066420894
1261,0.005010570514835783
1262,0.0008389011956385565
1263,0.9999999
1264,1.7155825398466546e-05
1265,0.0022695139798359484
1266,0.9999021084475394
1267,0.9999999
1268,0.9428822612861848
1269,0.0018477845128854844
1270,0.008487828190792539
1271,0.014164313208322753
1272,0.0004793712478645338
1273,0.0004981271538632143
1274,0.9938853919197442
1275,0.9891776145428464
1276,0.0021518480567390584
1277,0.9999868969082936
1278,0.0033360113510636723
1279,0.002294969669878336
1280,0.00048810263572065675
1281,0.0037444670216199255
1282,0.6484697089830983
1283,0.9914099308074646
1284,0.07900507220157196
1285,0.001669254512170601
1286,0.004294976670049066
1287,0.9964410560743431
1288,0.00045992332368217025
1289,0.9999321028409827
1290,0.003330297722518308
1291,0.0004912969859896989
1292,0.9999999
1293,0.0027633248460114013
1294,0.9996322061117203
1295,0.005747046997921083
1296,0.00048716698591352934
1297,0.00497471275585624
1298,0.0007423060053153315
1299,0.9999998926981664
1300,0.9113428219140798
1301,0.99372606875453
1302,0.9116352846298102
1303,0.9994225601903618
1304,0.986348024350767
1305,0.003381205371486808
1306,0.9999981776075151
1307,0.003165271648182118
1308,0.003381205371486808
1309,0.04120305320135851
